City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,Cukai,4.25,103.4167,77.0,78,40,5.75,MY,2021-01-11 00:37:16
296,College,64.8569,-147.8028,14.0,79,75,5.75,US,2021-01-11 00:40:15
297,Oktyabrskoye,43.0645,44.7417,33.8,100,100,2.24,RU,2021-01-11 00:40:15
298,Neyshabur,36.2133,58.7958,32.72,58,0,1.19,IR,2021-01-11 00:40:15
299,Oriximina,-1.7656,-55.8661,75.67,90,34,1.99,BR,2021-01-11 00:40:15
300,Ixtapa,20.7,-105.2,71.6,78,1,9.22,MX,2021-01-11 00:40:15
301,Portland,45.5234,-122.6762,46.99,81,90,13.8,US,2021-01-11 00:39:40
302,Moroni,-11.7022,43.2551,80.13,78,78,10.89,KM,2021-01-11 00:40:16
303,Batagay,67.6333,134.6333,-32.73,82,70,3.31,RU,2021-01-11 00:40:16
304,Fairbanks,64.8378,-147.7164,14.0,79,75,5.75,US,2021-01-11 00:40:16
305,Along,28.1667,94.7667,58.08,69,93,0.58,IN,2021-01-11 00:38:20
306,Kaseda,31.4167,130.3167,35.6,75,75,3.44,JP,2021-01-11 00:40:17
307,Manjeshwar,12.7194,74.8861,77.0,88,40,3.44,IN,2021-01-11 00:40:17
308,Nybro,56.7446,15.9071,33.01,100,100,3.44,SE,2021-01-11 00:40:17
309,Bethel,41.3712,-73.414,30.0,64,1,3.94,US,2021-01-11 00:40:17
310,Avera,33.194,-82.5271,41.0,87,1,4.81,US,2021-01-11 00:40:18
311,Mahabad,36.7631,45.7222,33.1,74,0,6.38,IR,2021-01-11 00:40:18
312,Sambava,-14.2667,50.1667,74.88,89,9,3.62,MG,2021-01-11 00:40:18
313,Chokurdakh,70.6333,147.9167,-33.27,84,1,8.79,RU,2021-01-11 00:40:18
314,Brigham City,41.5102,-112.0155,30.2,69,90,5.75,US,2021-01-11 00:38:31
315,Ejura,7.3856,-1.3562,78.21,72,0,7.54,GH,2021-01-11 00:40:19
316,Kenai,60.5544,-151.2583,35.6,60,40,17.27,US,2021-01-11 00:40:19
317,Mina,26.0011,-100.5299,48.2,71,40,18.41,MX,2021-01-11 00:40:19
318,Marabba,12.35,32.1833,70.56,34,0,10.51,SD,2021-01-11 00:40:19
319,Kropotkin,45.4375,40.5756,31.26,96,100,3.47,RU,2021-01-11 00:40:20
320,Oromocto,45.8351,-66.4792,24.8,68,20,6.91,CA,2021-01-11 00:40:20
321,Cidreira,-30.1811,-50.2056,76.95,81,67,22.32,BR,2021-01-11 00:40:20
322,Conde,-7.2597,-34.9075,78.8,83,20,6.91,BR,2021-01-11 00:40:21
323,Sorland,67.667,12.6934,34.75,83,22,21.25,NO,2021-01-11 00:40:21
324,Sar-E Pul,35.8333,66.1667,35.92,46,0,8.23,AF,2021-01-11 00:40:21
325,Monchegorsk,67.9397,32.8739,5.65,91,63,12.5,RU,2021-01-11 00:40:21
326,Nabire,-3.3667,135.4833,85.96,65,100,2.35,ID,2021-01-11 00:40:21
327,Sur,22.5667,59.5289,64.96,46,0,12.37,OM,2021-01-11 00:40:22
328,Sorong,-0.8833,131.25,84.52,69,100,2.24,ID,2021-01-11 00:40:22
329,Nome,64.5011,-165.4064,15.8,67,1,13.8,US,2021-01-11 00:37:57
330,Caravelas,-17.7125,-39.2481,76.91,87,21,6.87,BR,2021-01-11 00:40:22
331,Ostrovnoy,68.0531,39.5131,6.15,93,21,12.01,RU,2021-01-11 00:40:22
332,Tirumullaivasal,11.2333,79.8333,75.38,91,100,13.24,IN,2021-01-11 00:40:23
333,Amahai,-3.3333,128.9167,85.75,64,52,0.58,ID,2021-01-11 00:40:23
334,Port Hawkesbury,45.6169,-61.3485,28.0,86,90,12.66,CA,2021-01-11 00:40:23
335,Wilmington,34.2257,-77.9447,41.0,65,1,2.95,US,2021-01-11 00:39:05
336,Kayanga,-1.5303,31.1511,58.17,100,99,2.59,TZ,2021-01-11 00:40:24
337,Kambove,-10.8764,26.5969,61.84,100,100,3.09,CD,2021-01-11 00:40:24
338,Kristiansund,63.1115,7.732,28.4,80,90,18.54,NO,2021-01-11 00:40:24
339,Kiruna,67.8557,20.2251,-0.4,85,75,2.3,SE,2021-01-11 00:40:24
340,Port Hedland,-20.3167,118.5667,89.6,74,91,10.36,AU,2021-01-11 00:40:24
341,Plastun,44.7561,136.2939,3.94,78,0,7.58,RU,2021-01-11 00:40:25
342,Elizabeth City,36.2946,-76.2511,37.99,87,1,4.61,US,2021-01-11 00:40:25
343,Horodnytsya,50.807,27.3168,28.06,96,100,3.53,UA,2021-01-11 00:40:25
344,Leningradskiy,69.3833,178.4167,-21.39,83,100,9.8,RU,2021-01-11 00:40:25
345,Inhambane,-23.865,35.3833,77.65,82,51,8.99,MZ,2021-01-11 00:40:25
346,Port Macquarie,-31.4333,152.9167,78.01,60,77,1.99,AU,2021-01-11 00:40:26
347,Tucuman,-26.8241,-65.2226,82.4,78,20,4.61,AR,2021-01-11 00:40:26
348,Tongchuan,35.0806,109.0897,22.69,68,0,7.87,CN,2021-01-11 00:40:26
349,Bagn,60.8225,9.5521,10.99,85,90,3.65,NO,2021-01-11 00:40:27
350,Rocha,-34.4833,-54.3333,72.07,92,40,14.0,UY,2021-01-11 00:40:27
351,Calabozo,8.9242,-67.4293,78.55,76,25,6.44,VE,2021-01-11 00:40:27
352,Zavoi,45.5167,22.4167,32.05,96,100,4.81,RO,2021-01-11 00:40:27
353,Kapuskasing,49.4169,-82.4331,24.8,93,0,6.91,CA,2021-01-11 00:40:27
354,Fairview,40.8126,-73.999,39.2,44,1,2.44,US,2021-01-11 00:40:28
355,Okhotsk,59.3833,143.3,-13.29,80,91,14.88,RU,2021-01-11 00:40:28
356,Louis Trichardt,-23.0439,29.9032,64.27,73,10,12.12,ZA,2021-01-11 00:40:28
357,Iguape,-24.7081,-47.5553,77.58,90,100,6.87,BR,2021-01-11 00:40:28
358,Tornio,65.8481,24.1466,14.0,85,90,8.05,FI,2021-01-11 00:40:28
359,Santa Clara,22.4,-79.9667,62.6,82,20,5.75,CU,2021-01-11 00:40:29
360,Miyang,24.4042,103.4428,30.54,93,100,6.17,CN,2021-01-11 00:40:29
361,Los Llanos De Aridane,28.6585,-17.9182,62.6,63,0,20.71,ES,2021-01-11 00:40:29
362,Salta,-24.7859,-65.4117,75.2,69,75,6.91,AR,2021-01-11 00:38:34
363,Sechura,-5.5569,-80.8222,73.22,71,24,17.47,PE,2021-01-11 00:40:29
364,La Ronge,55.1001,-105.2842,21.2,73,100,3.44,CA,2021-01-11 00:40:30
365,Namibe,-15.1961,12.1522,69.84,72,11,5.48,AO,2021-01-11 00:40:30
366,Sao Jose Da Coroa Grande,-8.8978,-35.1478,78.4,77,100,9.44,BR,2021-01-11 00:40:30
367,Guaira,-20.3183,-48.3106,73.36,91,100,4.5,BR,2021-01-11 00:36:32
368,Garbolovo,60.3413,30.4955,8.01,78,0,8.95,RU,2021-01-11 00:40:30
369,Sendafa,9.15,39.0333,47.91,85,16,0.81,ET,2021-01-11 00:40:31
370,Krasnyy Oktyabr,56.1167,38.8833,3.33,94,85,4.14,RU,2021-01-11 00:40:31
371,Labuhan,-6.8844,112.2051,79.88,83,100,6.76,ID,2021-01-11 00:40:31
372,Khani,41.9563,42.9566,50.0,100,75,4.61,GE,2021-01-11 00:40:31
373,Vanimo,-2.6741,141.3028,84.58,70,100,2.95,PG,2021-01-11 00:40:32
374,Matara,5.9485,80.5353,74.73,85,100,3.91,LK,2021-01-11 00:40:32
375,Karasburg,-28.0167,18.75,75.76,39,0,7.56,NA,2021-01-11 00:40:32
376,Ipixuna,-1.7625,-48.8043,78.8,89,0,3.44,BR,2021-01-11 00:40:32
377,Umm Kaddadah,13.6017,26.6876,61.47,28,0,15.01,SD,2021-01-11 00:40:33
378,Kerepehi,-37.3,175.5333,78.01,89,0,8.99,NZ,2021-01-11 00:40:33
379,Komsomolskiy,40.4272,71.7189,19.4,73,0,4.61,UZ,2021-01-11 00:40:33
380,Mendi,-6.1761,143.6513,69.84,72,100,2.71,PG,2021-01-11 00:40:33
381,Narsaq,60.9167,-46.05,41.0,33,75,25.32,GL,2021-01-11 00:40:33
382,Flin Flon,54.7682,-101.865,15.8,86,40,8.05,CA,2021-01-11 00:37:09
383,Edirne,41.6772,26.556,45.0,96,100,8.1,TR,2021-01-11 00:40:34
384,Santa Cruz,-17.8,-63.1667,86.0,66,40,9.22,BO,2021-01-11 00:35:49
385,Razole,16.4833,81.8333,67.08,96,100,3.71,IN,2021-01-11 00:40:34
386,Camacha,33.0833,-16.3333,57.2,58,20,21.85,PT,2021-01-11 00:40:35
387,Cockburn Town,21.4612,-71.1419,78.04,80,92,15.55,TC,2021-01-11 00:40:35
388,Altay,47.8667,88.1167,4.69,80,72,1.68,CN,2021-01-11 00:39:22
389,Preobrazheniye,42.9019,133.9064,9.61,81,0,7.72,RU,2021-01-11 00:40:35
390,Belaya Gora,68.5333,146.4167,-34.67,84,0,3.2,RU,2021-01-11 00:40:35
391,Buala,-8.145,159.5921,82.15,78,100,6.17,SB,2021-01-11 00:40:36
392,Port Hardy,50.6996,-127.4199,44.6,93,90,23.02,CA,2021-01-11 00:40:36
393,Homer,59.6425,-151.5483,39.2,81,90,11.5,US,2021-01-11 00:40:36
394,Lompoc,34.6391,-120.4579,57.99,72,1,13.8,US,2021-01-11 00:40:37
395,Geraldton,-28.7667,114.6,75.2,53,0,17.27,AU,2021-01-11 00:40:37
396,Sunrise Manor,36.2111,-115.0731,55.4,24,1,11.5,US,2021-01-11 00:39:17
397,Sheltozero,61.3667,35.3667,6.73,94,99,3.78,RU,2021-01-11 00:40:37
398,Daru,-9.0763,143.2092,79.3,87,100,8.84,PG,2021-01-11 00:40:38
399,Maple Creek,49.9168,-109.4848,41.0,48,67,10.36,CA,2021-01-11 00:40:38
400,Perth,-31.9333,115.8333,72.0,46,0,10.36,AU,2021-01-11 00:40:19
401,Juneau,58.3019,-134.4197,42.8,81,90,16.11,US,2021-01-11 00:40:38
402,Duluth,46.7833,-92.1066,25.0,93,90,8.05,US,2021-01-11 00:36:32
403,Huarmey,-10.0681,-78.1522,70.3,83,67,9.57,PE,2021-01-11 00:40:39
404,Westport,41.1415,-73.3579,33.8,47,1,6.91,US,2021-01-11 00:38:44
405,Te Anau,-45.4167,167.7167,63.59,46,30,2.15,NZ,2021-01-11 00:40:39
406,Tabuk,17.4189,121.4443,67.01,81,96,4.56,PH,2021-01-11 00:40:39
407,Tahta,26.7693,31.5021,55.4,58,0,4.61,EG,2021-01-11 00:40:39
408,Sterling,39.0062,-77.4286,37.0,74,1,4.41,US,2021-01-11 00:36:04
409,Mayo,38.8876,-76.5119,37.0,80,1,6.08,US,2021-01-11 00:40:40
410,Kieta,-6.2167,155.6333,85.95,65,100,4.05,PG,2021-01-11 00:40:41
411,Sabaudia,41.3003,13.0282,45.0,96,2,1.01,IT,2021-01-11 00:40:41
412,Hovd,48.0056,91.6419,0.05,80,100,2.86,MN,2021-01-11 00:40:41
413,Long Beach,33.767,-118.1892,69.8,17,1,5.75,US,2021-01-11 00:40:42
414,Nueva Concepcion,14.2,-91.3,82.4,65,0,4.61,GT,2021-01-11 00:40:42
415,Trairi,-3.2778,-39.2689,78.62,77,69,9.75,BR,2021-01-11 00:38:00
416,Pinega,64.7001,43.3936,-8.9,89,0,4.45,RU,2021-01-11 00:40:42
417,Manado,1.487,124.8455,84.2,74,20,2.3,ID,2021-01-11 00:40:43
418,Ibotirama,-12.1853,-43.2206,72.48,87,67,1.88,BR,2021-01-11 00:40:43
419,Meulaboh,4.1363,96.1285,76.48,90,99,7.0,ID,2021-01-11 00:40:43
420,Souillac,-20.5167,57.5167,78.8,94,75,3.44,MU,2021-01-11 00:40:43
421,Katsuura,35.1333,140.3,39.99,40,100,5.01,JP,2021-01-11 00:40:43
422,Arman,59.7,150.1667,-4.86,81,100,10.51,RU,2021-01-11 00:40:44
423,Axim,4.8699,-2.2405,79.18,86,0,8.93,GH,2021-01-11 00:40:44
424,Vaitape,-16.5167,-151.75,80.8,75,100,15.23,PF,2021-01-11 00:40:44
425,Narok,-1.0783,35.8601,58.59,93,100,3.47,KE,2021-01-11 00:40:44
426,Nalut,30.3333,10.85,62.37,29,0,6.64,LY,2021-01-11 00:40:45
427,Srednekolymsk,67.45,153.6833,-33.74,83,83,3.83,RU,2021-01-11 00:40:45
428,Wamba,8.9333,8.6,72.52,21,0,4.52,NG,2021-01-11 00:40:45
429,Dimitrovgrad,54.2139,49.6184,3.2,85,90,4.47,RU,2021-01-11 00:40:45
430,Kiunga,-6.1219,141.2906,88.48,63,100,2.48,PG,2021-01-11 00:40:45
431,Arlit,18.7369,7.3853,68.76,22,0,3.42,NE,2021-01-11 00:39:11
432,Vicksburg,32.3526,-90.8779,39.2,65,90,3.44,US,2021-01-11 00:40:46
433,Yamethin,20.4333,96.15,69.75,73,5,2.82,MM,2021-01-11 00:40:46
434,Metro,-5.1131,105.3067,76.98,88,100,9.53,ID,2021-01-11 00:40:46
435,Ambunti,-4.2365,142.8448,86.32,73,100,1.86,PG,2021-01-11 00:40:46
436,Kousseri,12.0769,15.0306,71.6,20,0,10.36,CM,2021-01-11 00:40:46
437,Brae,60.3964,-1.353,35.6,93,90,1.14,GB,2021-01-11 00:40:47
438,Morant Bay,17.8815,-76.4093,82.4,69,20,11.5,JM,2021-01-11 00:40:47
439,Anadyr,64.75,177.4833,-31.0,75,0,13.42,RU,2021-01-11 00:40:47
440,Berezanka,46.8526,31.388,30.45,94,100,5.06,UA,2021-01-11 00:40:47
441,Abalak,58.1286,68.5944,-15.9,88,100,7.63,RU,2021-01-11 00:40:48
442,Tura,25.5198,90.2201,60.01,73,0,3.85,IN,2021-01-11 00:40:48
443,Coahuayana,18.7333,-103.6833,78.8,57,40,2.21,MX,2021-01-11 00:40:48
444,Khorixas,-20.3667,14.9667,67.41,50,100,7.49,NA,2021-01-11 00:40:49
445,Requena,39.4883,-1.1004,39.2,93,75,8.05,ES,2021-01-11 00:40:49
446,Roald,62.5833,6.1333,32.0,86,90,9.22,NO,2021-01-11 00:40:49
447,Gemena,3.25,19.7667,74.3,52,0,2.64,CD,2021-01-11 00:40:49
448,Ludvika,60.1496,15.1878,6.8,92,69,4.61,SE,2021-01-11 00:40:49
449,Verkhniy Mamon,50.1635,40.3832,21.79,97,73,6.4,RU,2021-01-11 00:40:50
450,Washington,47.5001,-120.5015,39.0,84,100,1.36,US,2021-01-11 00:36:29
451,Manaure,11.7751,-72.4445,80.33,73,21,19.62,CO,2021-01-11 00:40:50
452,Colares,38.7992,-9.4469,45.0,62,0,14.41,PT,2021-01-11 00:40:50
453,Talnakh,69.4865,88.3972,-13.86,88,100,6.11,RU,2021-01-11 00:40:50
454,Swift Current,50.2834,-107.8014,23.0,86,40,13.8,CA,2021-01-11 00:40:51
455,Snezhnogorsk,69.1933,33.2531,-5.8,84,0,12.5,RU,2021-01-11 00:40:51
456,Sobolevo,54.4299,31.8996,6.73,95,68,2.86,RU,2021-01-11 00:40:51
457,Dzhebariki-Khaya,62.2167,135.8,-36.6,81,100,1.5,RU,2021-01-11 00:40:51
458,Aloleng,16.1307,119.7824,76.48,62,2,11.81,PH,2021-01-11 00:40:52
459,Huangnihe,43.5583,128.0239,1.08,88,0,0.81,CN,2021-01-11 00:40:52
460,Comodoro Rivadavia,-45.8667,-67.5,62.6,25,20,23.02,AR,2021-01-11 00:40:36
461,Coquimbo,-29.9533,-71.3436,60.8,82,0,9.22,CL,2021-01-11 00:40:52
462,Kabanjahe,3.1001,98.4908,75.2,100,75,2.3,ID,2021-01-11 00:40:52
463,Ballangen,68.3428,16.8315,28.99,70,56,7.0,NO,2021-01-11 00:40:53
464,Taian,36.1853,117.12,30.0,33,0,1.99,CN,2021-01-11 00:40:53
465,Mahibadhoo,3.7833,72.9667,81.03,70,43,10.09,MV,2021-01-11 00:40:53
466,Moose Jaw,50.4001,-105.5344,26.6,80,76,11.5,CA,2021-01-11 00:40:53
467,Panjab,34.388,67.0233,9.32,41,0,5.19,AF,2021-01-11 00:40:54
468,Beeville,28.4008,-97.7483,39.2,100,90,16.11,US,2021-01-11 00:40:54
469,Prainha,-1.8,-53.48,78.78,73,100,5.41,BR,2021-01-11 00:40:54
470,Chara,56.9064,118.2631,-17.36,75,98,0.85,RU,2021-01-11 00:40:54
471,Sirjan,29.452,55.6814,33.4,69,0,2.62,IR,2021-01-11 00:40:54
472,Hamina,60.5697,27.1979,24.01,100,90,13.8,FI,2021-01-11 00:40:55
473,Krasnokamensk,50.0979,118.0369,-7.76,88,35,6.13,RU,2021-01-11 00:40:55
474,Tanout,14.9709,8.8879,68.09,23,0,11.56,NE,2021-01-11 00:40:55
475,Beringovskiy,63.05,179.3167,-20.49,83,2,13.53,RU,2021-01-11 00:40:55
476,Glendive,47.1053,-104.7125,30.0,86,1,10.36,US,2021-01-11 00:40:56
477,Luau,-10.7073,22.2247,65.23,98,100,3.94,AO,2021-01-11 00:40:56
478,Mecca,21.4267,39.8261,72.09,52,0,3.94,SA,2021-01-11 00:40:56
479,Sibolga,1.7427,98.7792,77.97,77,83,4.09,ID,2021-01-11 00:40:56
480,Duyure,13.6333,-86.8167,87.8,66,40,9.22,HN,2021-01-11 00:40:57
481,Apollonia,36.9716,24.7231,66.2,72,100,16.11,GR,2021-01-11 00:40:57
482,Jacareacanga,-6.2222,-57.7528,74.14,93,97,2.28,BR,2021-01-11 00:40:57
483,Burgeo,47.6167,-57.6152,35.67,85,99,7.81,CA,2021-01-11 00:40:57
484,Manitouwadge,49.1215,-85.8403,33.8,80,95,6.91,CA,2021-01-11 00:40:58
485,Uribia,11.7139,-72.266,80.6,70,62,21.52,CO,2021-01-11 00:40:58
486,Karpathos,35.507,27.2132,64.4,88,100,10.36,GR,2021-01-11 00:40:58
487,Newnan,33.3807,-84.7997,39.0,84,96,3.53,US,2021-01-11 00:40:58
488,Nicoya,10.1483,-85.452,78.8,69,75,9.22,CR,2021-01-11 00:40:58
489,Poquoson,37.1224,-76.3458,36.0,80,1,4.61,US,2021-01-11 00:40:59
490,Huicungo,-7.2833,-76.8,72.81,91,30,1.74,PE,2021-01-11 00:40:59
491,Tomatlan,19.9333,-105.25,67.19,70,0,2.57,MX,2021-01-11 00:40:59
492,Tilichiki,60.4667,166.1,-3.96,93,100,12.26,RU,2021-01-11 00:40:59
493,Eyl,7.9803,49.8164,69.49,73,87,16.62,SO,2021-01-11 00:40:59
494,Bull Savanna,17.8868,-77.5902,73.9,86,100,9.51,JM,2021-01-11 00:41:00
495,Tigil,57.8,158.6667,4.42,90,8,4.34,RU,2021-01-11 00:41:00
496,Sao Raimundo Nonato,-9.0153,-42.6994,75.33,77,100,4.29,BR,2021-01-11 00:41:00
497,Hobyo,5.3505,48.5268,73.85,74,96,20.54,SO,2021-01-11 00:41:00
498,Aborlan,9.4352,118.5492,82.4,69,75,18.41,PH,2021-01-11 00:41:01
499,Quthing,-30.4,27.7003,63.27,76,100,5.5,LS,2021-01-11 00:41:01
500,Daman,20.4167,72.85,74.26,64,0,10.67,IN,2021-01-11 00:41:01
501,Grindavik,63.8424,-22.4338,19.4,68,0,6.91,IS,2021-01-11 00:41:02
502,Makakilo City,21.3469,-158.0858,82.4,57,75,9.22,US,2021-01-11 00:41:02
503,Sanchor,24.7553,71.7722,55.27,37,0,12.66,IN,2021-01-11 00:41:02
504,Porto Novo,6.4965,2.6036,80.6,94,20,11.5,BJ,2021-01-11 00:41:02
505,Kashan,33.9831,51.4364,37.62,65,0,0.13,IR,2021-01-11 00:41:03
506,Punta Cardon,11.6581,-70.215,79.34,79,97,25.14,VE,2021-01-11 00:41:03
507,La Sarre,48.8002,-79.1996,17.01,97,51,7.2,CA,2021-01-11 00:39:04
508,Morondava,-20.2833,44.2833,78.31,83,97,6.13,MG,2021-01-11 00:41:03
509,Ca Mau,9.1769,105.15,76.77,73,100,9.73,VN,2021-01-11 00:41:04
510,Nanyang,32.9947,112.5328,32.97,68,23,6.98,CN,2021-01-11 00:41:04
511,Santa Fe,-31.6333,-60.7,87.8,51,90,21.85,AR,2021-01-11 00:41:04
512,Minden,52.2833,8.9167,35.6,87,96,13.8,DE,2021-01-11 00:41:04
513,Price,39.5994,-110.8107,26.6,59,1,3.44,US,2021-01-11 00:41:04
514,Kavieng,-2.5744,150.7967,84.69,68,100,3.44,PG,2021-01-11 00:41:05
515,Sola,-13.8833,167.55,86.0,79,75,9.57,VU,2021-01-11 00:41:05
516,Nazareno,25.3833,-103.4167,64.4,20,1,10.58,MX,2021-01-11 00:41:05
517,Sinnar,13.5691,33.5672,70.84,38,0,12.77,SD,2021-01-11 00:41:05
518,Barahona,18.2085,-71.1008,77.02,81,99,8.84,DO,2021-01-11 00:41:06
519,Karavukovo,45.495,19.1881,30.2,93,90,11.5,RS,2021-01-11 00:41:06
520,Pacific Grove,36.6177,-121.9166,60.8,51,1,3.44,US,2021-01-11 00:41:06
521,Mareeba,-17.0,145.4333,86.0,66,40,5.75,AU,2021-01-11 00:41:06
522,Hambantota,6.1241,81.1185,73.4,100,90,3.44,LK,2021-01-11 00:41:06
523,Lifford,54.8319,-7.4836,41.92,89,100,8.77,IE,2021-01-11 00:41:07
524,Shache,38.4167,77.2406,9.81,92,0,0.47,CN,2021-01-11 00:41:07
525,Waverly,42.7392,-84.6208,30.2,80,90,3.31,US,2021-01-11 00:41:07
526,Prado,-17.3411,-39.2208,77.54,86,15,8.81,BR,2021-01-11 00:41:07
527,Am Timan,11.0297,20.2827,66.16,25,0,6.31,TD,2021-01-11 00:41:07
528,Maun,-19.9833,23.4167,73.4,100,75,4.61,BW,2021-01-11 00:41:08
529,Bontang,0.1333,117.5,81.03,85,30,4.18,ID,2021-01-11 00:41:08
530,Dodge City,37.7528,-100.0171,36.0,69,90,4.61,US,2021-01-11 00:41:08
531,Tongliao,43.6125,122.2653,2.88,90,100,7.29,CN,2021-01-11 00:41:08
532,Izberbash,42.5696,47.8645,39.0,81,90,17.9,RU,2021-01-11 00:41:08
533,Mayskiy,47.6931,40.1025,24.8,100,100,4.47,RU,2021-01-11 00:41:09
534,Harboore,56.6175,8.1807,37.0,94,100,1.99,DK,2021-01-11 00:41:09
535,Puerto Escondido,15.85,-97.0667,77.0,78,40,2.51,MX,2021-01-11 00:41:09
536,Bandarbeyla,9.4942,50.8122,71.24,72,97,20.78,SO,2021-01-11 00:41:09
537,Podporozhye,60.9112,34.1706,-3.08,92,44,2.13,RU,2021-01-11 00:41:10
538,Wewak,-3.5534,143.6268,86.76,64,100,3.58,PG,2021-01-11 00:41:10
539,Natalio,-26.7167,-55.0833,77.79,74,0,1.63,PY,2021-01-11 00:41:10
540,Petropavlovsk-Kamchatskiy,53.0452,158.6483,3.2,72,0,8.95,RU,2021-01-11 00:41:10
541,Hasaki,35.7333,140.8333,36.0,74,75,9.22,JP,2021-01-11 00:41:10
542,Tessalit,20.1986,1.0114,64.99,36,0,9.42,ML,2021-01-11 00:41:11
543,Semey,50.4111,80.2275,12.2,73,0,20.13,KZ,2021-01-11 00:41:11
544,Dzhubga,44.3211,38.7039,37.11,81,100,10.25,RU,2021-01-11 00:41:11
545,Hammerfest,70.6634,23.6821,15.8,67,47,13.8,NO,2021-01-11 00:41:11
546,Huai Yot,7.7893,99.6348,80.01,100,40,3.44,TH,2021-01-11 00:41:12
547,Bara,10.3744,10.7288,70.97,22,37,8.72,NG,2021-01-11 00:41:12
548,Benguela,-12.5763,13.4055,75.07,73,100,4.45,AO,2021-01-11 00:41:12
549,Russellville,35.2784,-93.1338,36.0,75,40,2.44,US,2021-01-11 00:41:12
550,Vangaindrano,-23.35,47.6,73.51,86,26,1.54,MG,2021-01-11 00:41:12
551,Bani,18.2833,-70.3333,78.01,83,100,3.0,DO,2021-01-11 00:41:13
552,Broome,42.2506,-75.833,25.0,74,1,5.75,US,2021-01-11 00:41:13
553,Neiafu,-18.65,-173.9833,84.2,74,75,12.66,TO,2021-01-11 00:41:13
554,Cabuyaro,4.2817,-72.794,76.71,81,46,2.62,CO,2021-01-11 00:41:14
